,Datetime,RA,DEC,Lon,Lat,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start
8635,2024-12-25 19:00:00,211.80170833333332,-14.184583333333332,214.4905953070684,-1.2373312619685286,-8.668,5.790,0.00269453759477,-0.0204783,59.1301 /L,120.7349,29.833033,113.90875,-1.210287,n.a.,n.a.,31086000.0
2143,2024-03-30 07:00:00,242.76870833333334,-24.779194444444446,245.39069996070364,-3.635445927682927,-11.187,4.590,0.0026245085451,-0.0467657,124.1469 /L,55.7288,31.477541,103.76582,-2.67814,n.a.,n.a.,7714800.0
7018,2024-10-19 10:00:00,50.006083333333336,22.37002777777778,53.438034641213285,3.863382520329246,-12.136,4.019,0.00242342271419,0.0496452,152.4694 /L,27.4665,37.009288,71.70132,2.6269327,n.a.,n.a.,25264800.0
7849,2024-11-23 01:00:00,153.76308333333333,13.920083333333332,150.6593532558537,2.8675247941418602,-10.083,5.185,0.0026622432765,0.0471312,90.2160 /L,89.6295,30.463499,115.24138,2.752559,n.a.,n.a.,28256400.0
1952,2024-03-22 08:00:00,153.27229166666666,15.05875,149.80797012688467,3.7617845532959477,-11.766,4.121,0.00271164637251,0.0117532,147.7653 /T,32.1515,29.609604,114.61158,0.6986781,n.a.,n.a.,7027200.0
8602,2024-12-24 10:00:00,196.7485,-7.277666666666667,198.21450333257093,-0.14438563989950143,-9.392,5.488,0.00270350141001,-0.0015718,73.9723 /L,105.8762,29.569415,117.17911,-0.094782,n.a.,n.a.,30967200.0
6740,2024-10-07 20:00:00,247.645375,-25.352777777777778,249.84987141768022,-3.462903318728526,-8.461,5.901,0.0026585271629,-0.0426791,55.4919 /T,124.3824,30.67334,100.92177,-2.482514,n.a.,n.a.,24264000.0
7878,2024-11-24 06:00:00,167.033,7.410944444444445,165.19094645892824,1.709233106340045,-9.525,5.438,0.00268952674947,0.0307841,76.9123 /L,102.9356,29.865962,117.67763,1.8147148,n.a.,n.a.,28360800.0
4799,2024-07-18 23:00:00,263.72875,-27.81375,264.42907289895476,-4.495334414107072,-11.856,4.165,0.00254865707627,-0.0612437,147.6821 /T,32.2411,33.488136,93.632051,-3.392494,n.a.,n.a.,17276400.0
8208,2024-12-08 00:00:00,340.26954166666667,-9.329916666666668,338.2665466112748,-0.9300376189358514,-9.89,5.340,0.00250227340558,-0.0360161,81.7401 /T,98.1158,34.570679,63.382063,-1.973568,n.a.,n.a.,29548800.0
7177,2024-10-26 01:00:00,145.806875,17.551277777777777,142.208296210086,3.6426381560594683,-9.244,5.579,0.00266708845025,0.0442398,70.5921 /L,109.2627,30.393605,113.11447,2.5832786,n.a.,n.a.,25837200.0
6390,2024-09-23 06:00:00,68.79008333333333,26.84947222222222,71.1012898980317,4.79139472783817,-10.831,4.874,0.00250277314414,0.0673589,109.1874 /L,70.6778,34.526519,79.588463,3.6916477,n.a.,n.a.,23004000.0
5571,2024-08-20 03:00:00,335.29,-12.572555555555557,332.5251756140547,-2.14467707861162,-12.675,3.548,0.0024144629541,-0.0215437,174.2208 /L,5.7656,37.358873,64.467999,-1.126349,n.a.,n.a.,20055600.0
7812,2024-11-21 12:00:00,135.20370833333334,21.260472222222223,131.5315169174595,4.099497648030465,-10.727,4.866,0.00261244855965,0.0635597,107.7391 /L,72.1167,31.66732,109.61363,3.6385753,n.a.,n.a.,28123200.0
8763,2024-12-31 03:00:00,283.42025,-26.20811111111111,282.0297045013638,-3.32801879918064,-4.508,4.962,0.00257280958304,-0.0434329,5.4251 /T,174.5608,32.989359,83.565436,-2.429881,n.a.,n.a.,31546800.0
1282,2024-02-23 10:00:00,145.68266666666668,18.147388888888887,141.89953204380464,4.166455401347357,-12.296,3.669,0.00270572842179,0.0159054,167.2765 /T,12.6888,29.823204,112.33147,0.9398284,n.a.,n.a.,4615200.0
8369,2024-12-14 17:00:00,71.94058333333334,27.179472222222223,73.9368082346158,4.741963455976727,-12.581,3.594,0.00246196374858,0.0316857,169.9122 /T,10.0626,35.974818,81.431098,1.7009312,n.a.,n.a.,30128400.0
6259,2024-09-17 19:00:00,351.8745833333333,-4.930833333333333,350.58811544275204,-1.3092537969481663,-12.738,3.506,0.00239217177905,-0.0174134,175.2944 /T,4.6942,38.037436,61.69653,-0.901409,n.a.,n.a.,22532400.0
8571,2024-12-23 03:00:00,183.18166666666667,-0.4496944444444444,183.09513051706043,0.852274023839808,-9.974,5.220,0.00269744716306,0.0178674,87.8837 /L,91.9593,29.675772,118.43903,1.0576692,n.a.,n.a.,30855600.0
4186,2024-06-23 10:00:00,292.024375,-25.08480555555556,289.8762171777845,-3.15326122056073,-12.261,3.855,0.00250817418079,-0.0353015,161.8037 /L,18.1524,34.656366,80.549778,-1.918929,n.a.,n.a.,15069600.0
1739,2024-03-13 11:00:00,33.0945,15.288222222222222,36.04427831348008,1.8573453073860147,-7.883,6.142,0.00244708760317,0.0607473,43.0522 /T,136.8515,36.233371,65.680729,3.2398888,n.a.,n.a.,6260400.0
1037,2024-02-13 05:00:00,8.757833333333334,3.0653055555555553,9.247946969322369,-0.654214547438965,-8.083,6.077,0.00242824695168,0.0458586,45.6150 /T,134.2843,36.798781,61.789884,2.4271492,n.a.,n.a.,3733200.0
908,2024-02-07 20:00:00,290.95425,-26.832416666666667,288.66621685368665,-4.74160482033471,-6.94,6.325,0.00244636362326,-0.057544,29.9651 /L,149.9636,36.317627,81.520708,-3.072076,n.a.,n.a.,3268800.0
7659,2024-11-15 03:00:00,38.71791666666667,18.409916666666664,42.15071647094356,3.07750685765888,-12.589,3.631,0.00240972508613,0.0131093,168.8384 /T,11.1345,37.507869,67.873526,0.6930764,n.a.,n.a.,27572400.0
5915,2024-09-03 11:00:00,167.14941666666667,7.558055555555556,165.2402863240751,1.8895831839088548,-4.247,4.736,0.00270395384054,0.0174445,4.5542 /T,175.4337,29.866534,117.74733,1.0181533,n.a.,n.a.,21294000.0
4905,2024-07-23 09:00:00,330.39208333333335,-14.32863888888889,327.44481775242343,-2.1004381311017015,-12.102,4.040,0.00244232003034,-0.0126992,153.4711 /L,26.4677,36.494918,65.881414,-0.670266,n.a.,n.a.,17658000.0
7673,2024-11-15 17:00:00,47.406625,21.506777777777778,50.87899701610996,3.664804306371209,-12.757,3.466,0.00241611442473,0.0247624,175.5094 /T,4.4795,37.317598,70.871937,1.3072774,n.a.,n.a.,27622800.0
5700,2024-08-25 12:00:00,47.49604166666666,21.49977777777778,50.9573893758269,3.6356378113789987,-10.575,5.030,0.00248948675017,0.0539373,101.4487 /L,78.4131,34.905565,70.751098,2.9406833,n.a.,n.a.,20520000.0
3259,2024-05-15 19:00:00,151.89654166666668,15.543305555555555,148.39245655380654,3.7454396593035035,-10.123,5.180,0.00268871394286,0.0285438,93.2990 /T,86.5489,29.888954,114.24585,1.6834477,n.a.,n.a.,11732400.0
2728,2024-04-23 16:00:00,207.42404166666665,-11.279388888888889,209.48002130503468,0.012210404273883728,-12.512,3.487,0.00267792563719,-0.0287571,176.1184 /T,3.8711,30.451082,115.70478,-1.66544,n.a.,n.a.,9820800.0
1725,2024-03-12 21:00:00,25.169375,11.636055555555554,27.546246740461267,1.10912390759831,-7.339,6.278,0.00242788450783,0.05291,35.1195 /T,144.8,36.845579,63.817539,2.796643,n.a.,n.a.,6210000.0
5267,2024-08-07 11:00:00,170.11691666666667,6.056111111111111,168.54052282354445,1.6561486298156596,-6.941,6.344,0.00270098881915,0.0173738,33.4839 /T,146.4318,29.83738,117.95508,1.0170328,n.a.,n.a.,18961200.0
1973,2024-03-23 05:00:00,162.84566666666666,10.572083333333333,160.15429293915412,3.037913010631468,-12.011,3.916,0.00271552158002,0.0037186,157.2488 /T,22.6908,29.570203,116.72302,0.2247874,n.a.,n.a.,7102800.0
2918,2024-05-01 14:00:00,316.58504166666665,-20.560388888888887,312.9618475966462,-3.7985716690967197,-10.119,5.259,0.00249458308959,-0.0433925,88.6304 /L,91.2277,34.769389,70.615824,-2.370185,n.a.,n.a.,10504800.0
799,2024-02-03 07:00:00,224.03641666666667,-18.591083333333334,227.01601991892124,-1.743724204904368,-9.969,5.254,0.00262547765845,-0.0605249,86.3353 /L,93.5123,31.323141,110.95445,-3.484596,n.a.,n.a.,2876400.0
5575,2024-08-20 07:00:00,337.59345833333333,-11.654694444444443,334.95881925998395,-2.111792723247353,-12.625,3.598,0.00241254622419,-0.0182762,172.1963 /L,7.7855,37.41602,63.957902,-0.95402,n.a.,n.a.,20070000.0
4405,2024-07-02 13:00:00,54.885416666666664,23.3015,58.03650824412555,3.6745420480796116,-7.765,6.194,0.00251253433506,0.0292496,42.8858 /L,137.0175,34.444971,73.443086,1.5974363,n.a.,n.a.,15858000.0
3686,2024-06-02 14:00:00,18.41975,8.421972222222221,20.182142475652523,0.575539853714741,-8.392,6.006,0.00246064028678,0.0027824,51.9995 /L,127.8906,35.860097,62.799559,0.1459743,n.a.,n.a.,13269600.0
4388,2024-07-01 20:00:00,44.884,20.17816666666667,48.241647773552245,3.0385762541308026,-8.348,6.012,0.00250137745702,0.0253017,51.9397 /L,127.949,34.710028,69.702003,1.3775656,n.a.,n.a.,15796800.0
5697,2024-08-25 09:00:00,45.73045833333333,20.911166666666666,49.209572744828925,3.5201395575349816,-10.633,5.001,0.0024856100768,0.0534591,103.0739 /L,76.789,35.017765,70.109157,2.9100216,n.a.,n.a.,20509200.0
2394,2024-04-09 18:00:00,30.922833333333333,14.344805555555556,33.74834180326156,1.6776967363267656,-5.481,6.143,0.00242317127723,0.041052,13.8135 /T,166.1535,37.07314,65.091097,2.1595285,n.a.,n.a.,8618400.0
5378,2024-08-12 02:00:00,219.910625,-17.26816666666667,222.87366117718383,-1.641163073366145,-9.768,5.362,0.00267468757837,-0.0404238,83.8099 /T,96.0397,30.204214,111.87446,-2.371039,n.a.,n.a.,19360800.0
2478,2024-04-13 06:00:00,82.278125,28.154527777777776,83.17302879910096,4.898250927037371,-8.783,5.818,0.00254894863654,0.0718001,59.8248 /T,120.0493,33.324889,85.089981,3.9972631,n.a.,n.a.,8920800.0
3094,2024-05-08 22:00:00,55.784416666666665,23.42511111111111,58.87007083208712,3.6078309857528086,-5.139,5.955,0.00247061833892,0.047958,11.0182 /T,168.9551,35.697081,73.42522,2.570243,n.a.,n.a.,11138400.0
7837,2024-11-22 13:00:00,147.98383333333334,16.454638888888887,144.54083422767377,3.3038189642177214,-10.298,5.082,0.00264774493847,0.0531975,95.8197 /L,84.0275,30.801614,113.73884,3.0894968,n.a.,n.a.,28213200.0
8483,2024-12-19 11:00:00,142.39295833333333,18.438055555555557,138.84281634707617,3.4339121892275006,-11.363,4.471,0.00260916990203,0.0593809,128.7567 /L,51.1251,31.854397,112.16552,3.3861898,n.a.,n.a.,30538800.0
5692,2024-08-25 04:00:00,42.80654166666667,19.886055555555554,46.285084520350615,3.3195749687600498,-10.728,4.952,0.00247923310731,0.0525186,105.7949 /L,74.0701,35.204407,69.084309,2.85137,n.a.,n.a.,20491200.0
4401,2024-07-02 09:00:00,52.499916666666664,22.623916666666666,55.73750672073151,3.534431519041117,-7.908,6.153,0.0025097637704,0.0283195,45.0076 /L,134.8921,34.510932,72.505995,1.545423,n.a.,n.a.,15843600.0
2439,2024-04-11 15:00:00,57.85845833333333,24.026,60.858404280977894,3.780078778889096,-7.563,6.231,0.00248294793872,0.0662586,39.1350 /T,140.7754,35.221032,74.179958,3.5822442,n.a.,n.a.,8780400.0
2872,2024-04-29 16:00:00,288.583,-26.38202777777778,286.6202821276957,-4.009275023362538,-10.903,4.815,0.00254416666718,-0.0449994,112.9042 /L,66.9627,33.470041,82.410711,-2.501112,n.a.,n.a.,10339200.0
2496,2024-04-14 00:00:00,93.49116666666667,28.567527777777777,93.08010601723123,5.165609904168445,-9.22,5.631,0.0025796393445,0.0694232,68.9651 /T,110.8973,32.500676,90.433371,3.9168209,n.a.,n.a.,8985600.0
7650,2024-11-14 18:00:00,33.29020833333333,16.2055,36.5278832009574,2.65954914283477,-12.46,3.750,0.00240770677683,0.0055313,163.8071 /T,16.1539,37.560334,66.240098,0.2954079,n.a.,n.a.,27540000.0
8379,2024-12-15 03:00:00,78.62991666666667,27.926083333333334,79.93321706664943,4.883502854638343,-12.682,3.491,0.00247029768613,0.0375207,174.0833 /T,5.9018,35.73783,84.54176,2.0194287,n.a.,n.a.,30164400.0
1881,2024-03-19 09:00:00,117.22341666666667,26.370166666666666,114.30415751025292,5.1984801240115415,-10.9,4.747,0.00266502146771,0.043622,115.2799 /T,64.5815,30.473601,101.47475,2.5468263,n.a.,n.a.,6771600.0
1332,2024-02-25 12:00:00,168.68295833333335,7.596694444444444,166.62641586535455,2.5168203408495953,-12.335,3.626,0.00271593730744,0.0008668,169.1074 /L,10.8631,29.602355,117.52131,0.0567247,n.a.,n.a.,4795200.0
3910,2024-06-11 22:00:00,149.36366666666666,16.392944444444446,145.8085955128265,3.696328550017201,-8.91,5.744,0.00267219593059,0.0365958,64.7508 /T,115.1127,30.321772,113.59757,2.1374574,n.a.,n.a.,14076000.0
1713,2024-03-12 09:00:00,18.45025,8.286166666666666,20.15883412435836,0.438374336332021,-6.811,6.355,0.00241376246264,0.0446705,28.2194 /T,151.7149,37.306654,62.641267,2.3450329,n.a.,n.a.,6166800.0
7867,2024-11-23 19:00:00,162.09529166666667,9.929194444444445,159.7148791610026,2.162880828190625,-9.744,5.342,0.0026805298049,0.0371741,81.9248 /L,97.9212,30.055879,116.94614,2.1852896,n.a.,n.a.,28321200.0
4822,2024-07-19 22:00:00,278.50875,-27.751666666666665,277.538069197432,-4.535046331528808,-12.196,3.906,0.00251590025209,-0.0563963,159.5579 /T,20.3924,34.410657,86.59873,-3.079489,n.a.,n.a.,17359200.0
7569,2024-11-11 09:00:00,348.44279166666666,-5.2283888888888885,347.32599140379557,-0.2432452184723006,-11.16,4.692,0.00245483829084,-0.0471386,117.6028 /T,62.2713,35.946658,62.129884,-2.527815,n.a.,n.a.,27248400.0
3440,2024-05-23 08:00:00,236.38525,-22.426666666666666,239.17943396064229,-2.510960679571666,-12.528,3.521,0.00261725087878,-0.0419189,175.3539 /T,4.634,31.86995,106.24165,-2.375113,n.a.,n.a.,12384000.0
5383,2024-08-12 07:00:00,222.393875,-18.3415,225.45195094492018,-1.9567175464258162,-9.864,5.318,0.00266965953849,-0.043134,86.1264 /T,93.7229,30.315911,111.05272,-2.524975,n.a.,n.a.,19378800.0
2259,2024-04-04 03:00:00,314.03545833333334,-21.690305555555554,310.3544369137622,-4.20800692885404,-9.099,5.718,0.00246608700842,-0.05562,64.4049 /L,115.4675,35.597027,71.560731,-3.00297,n.a.,n.a.,8132400.0
7512,2024-11-09 00:00:00,317.3364583333333,-19.369527777777776,313.98608794081275,-2.8649584058874726,-10.062,5.254,0.00252790091933,-0.0555785,86.9010 /T,92.953,33.84089,69.65085,-3.076941,n.a.,n.a.,27043200.0
6357,2024-09-21 21:00:00,48.184916666666666,21.81825,51.661015521880394,3.7712156629708224,-11.412,4.543,0.00245187335835,0.0590859,127.2551 /L,52.6338,36.047597,70.981065,3.1689626,n.a.,n.a.,22885200.0
4615,2024-07-11 07:00:00,171.69979166666667,5.413555555555556,170.24183302218512,1.6841212780048282,-8.698,5.821,0.00269880968847,0.0143539,61.1193 /T,118.7475,29.743012,117.96958,0.8448105,n.a.,n.a.,16614000.0
6899,2024-10-14 11:00:00,341.346,-9.471583333333333,339.1977811821075,-1.4604130760657346,-11.73,4.331,0.0024283048666,-0.0507272,137.5066 /T,42.3992,36.803231,63.108717,-2.684371,n.a.,n.a.,24836400.0
7227,2024-10-28 03:00:00,168.83225,6.657638888888889,167.12971436676307,1.7101966447689272,-7.971,6.048,0.00270512033402,0.0191533,47.7320 /L,132.1522,29.660052,117.96247,1.1276028,n.a.,n.a.,26017200.0
1320,2024-02-25 00:00:00,163.344625,10.294277777777777,160.71456227297332,2.9680926364026337,-12.463,3.505,0.00271514331776,0.0046094,174.0213 /L,5.9626,29.628564,116.69587,0.2772927,n.a.,n.a.,4752000.0
1085,2024-02-15 05:00:00,34.82029166666667,15.874916666666667,37.80820677901614,1.862404890199836,-9.477,5.533,0.00249307303123,0.0627797,72.1588 /T,107.7035,34.801961,66.222582,3.423915,n.a.,n.a.,3906000.0
1101,2024-02-15 21:00:00,43.72654166666667,19.398888888888887,46.97398218159058,2.6019844304058033,-9.826,5.367,0.00251751955486,0.0638509,80.6510 /T,99.2049,34.109801,68.943941,3.519138,n.a.,n.a.,3963600.0
110,2024-01-05 14:00:00,207.94545833333333,-11.603416666666668,210.07240105700012,-0.11102633937420422,-9.445,5.487,0.00264255740685,-0.0541037,74.0228 /L,105.829,30.94451,115.48183,-3.134582,n.a.,n.a.,396000.0
8307,2024-12-12 03:00:00,33.07983333333333,16.244861111111113,36.350338844829075,2.7639900995146105,-11.705,4.332,0.00244318586646,-0.0058664,136.0589 /T,43.8424,36.40495,66.379275,-0.308487,n.a.,n.a.,29905200.0
4369,2024-07-01 01:00:00,34.129125,16.018638888888887,37.22717081853196,2.216263451008719,-8.926,5.800,0.00249080837098,0.0209466,62.1568 /L,117.7188,34.961378,66.319755,1.1373581,n.a.,n.a.,15728400.0
2762,2024-04-25 02:00:00,224.06316666666666,-18.304805555555554,226.9584398536726,-1.462170272233364,-12.306,3.703,0.00265183504512,-0.0346511,167.3465 /L,12.6207,31.038745,110.97476,-1.989159,n.a.,n.a.,9943200.0
5159,2024-08-02 23:00:00,115.98908333333334,26.264916666666668,113.23028158808198,4.897078959999317,-5.708,6.341,0.00262004458565,0.0389512,18.2057 /L,161.7478,31.77791,101.54944,2.2110515,n.a.,n.a.,18572400.0
25,2024-01-02 01:00:00,170.00516666666667,7.267722222222222,167.96296966093936,2.7271174236519213,-10.818,4.765,0.00270576623124,-0.0056001,112.7724 /L,67.0825,29.54412,117.35237,-0.32979,n.a.,n.a.,90000.0
241,2024-01-11 01:00:00,285.49041666666665,-26.32938888888889,283.86819200692145,-3.6333519563319414,-4.888,5.513,0.00245134710857,-0.0419896,7.9490 /L,172.0311,36.268477,84.28002,-2.243231,n.a.,n.a.,867600.0
1012,2024-02-12 04:00:00,355.0975,-3.7168055555555557,354.02129392842517,-1.4643922465724095,-7.079,6.313,0.0024055410834,0.0287725,31.2711 /T,148.6564,37.562664,61.91659,1.5040794,n.a.,n.a.,3643200.0
8138,2024-12-05 02:00:00,301.483625,-23.03838888888889,298.7499017796763,-2.6876619289818944,-7.958,6.076,0.00256579715517,-0.0383847,45.4594 /T,134.4342,33.020315,75.717096,-2.150573,n.a.,n.a.,29296800.0
1664,2024-03-10 08:00:00,351.08275,-5.6448888888888895,349.5818460303511,-1.6554596873912135,-4.303,3.544,0.00238570653431,0.0010039,2.3848 /T,177.6094,38.246681,62.119306,0.0464312,n.a.,n.a.,5990400.0
7327,2024-11-01 07:00:00,213.141875,-15.878916666666667,216.2793645948727,-2.3986454179722507,-4.189,4.356,0.00270203966688,-0.0179887,3.7261 /L,176.2636,29.918584,113.88747,-1.060317,n.a.,n.a.,26377200.0
683,2024-01-29 11:00:00,171.123625,6.437861111111111,169.31136114041294,2.400148596137439,-11.566,4.268,0.00271223323321,-0.0013031,139.3062 /L,40.5913,29.550136,117.63344,-0.072711,n.a.,n.a.,2458800.0
5996,2024-09-06 20:00:00,202.61004166666666,-10.713916666666666,204.8683680259265,-1.1632064715554526,-7.474,6.214,0.00271132119081,-0.0122504,40.7437 /T,139.1556,29.568131,116.48411,-0.728572,n.a.,n.a.,21585600.0
2273,2024-04-04 17:00:00,322.464,-18.536916666666666,318.8664952641651,-3.549431925331841,-8.699,5.880,0.00244813962687,-0.0506412,56.6063 /L,123.2763,36.153029,68.567632,-2.713213,n.a.,n.a.,8182800.0
8585,2024-12-23 17:00:00,189.27766666666668,-3.1723611111111114,189.767553842109,0.759559244657707,-9.721,5.340,0.00270198227491,0.0090467,81.5935 /L,98.2507,29.58323,118.08352,0.5356111,n.a.,n.a.,30906000.0
1169,2024-02-18 17:00:00,83.41541666666667,28.054222222222222,84.17356464872644,4.748191240065312,-10.945,4.738,0.00261476037711,0.0515259,114.8902 /T,64.9724,31.667886,85.577683,2.9493939,n.a.,n.a.,4208400.0
7622,2024-11-13 14:00:00,17.1345,8.591166666666668,19.06961285832192,1.213714676154358,-12.035,4.106,0.00241171258996,-0.0169972,147.7181 /T,32.2073,37.381255,62.688873,-0.888781,n.a.,n.a.,27439200.0
3704,2024-06-03 08:00:00,28.231833333333334,13.201416666666667,30.899219141006785,1.50936499795833,-7.754,6.205,0.00246351809476,0.0106274,42.0227 /L,137.8838,35.82196,64.675992,0.5665958,n.a.,n.a.,13334400.0
1388,2024-02-27 20:00:00,193.11629166666665,-4.52325,193.8210382257873,1.0100648463906052,-11.691,4.182,0.00270416488107,-0.0191241,144.1782 /L,35.7306,29.753095,117.95603,-1.121911,n.a.,n.a.,4996800.0
8749,2024-12-30 13:00:00,274.76829166666664,-27.641166666666667,274.22517070967183,-4.271917399325762,-4.657,5.320,0.00258776178567,-0.0451943,6.9021 /L,173.0796,32.607034,87.651015,-2.542859,n.a.,n.a.,31496400.0
4453,2024-07-04 13:00:00,84.66066666666667,28.175694444444446,85.27985508265672,4.824014832644897,-5.747,6.342,0.00255254097623,0.0396485,18.0611 /L,161.894,33.474164,86.689712,2.1930487,n.a.,n.a.,16030800.0
848,2024-02-05 08:00:00,251.680125,-25.37022222222222,253.46848554278282,-2.97549779414615,-8.944,5.734,0.00254508122466,-0.0728897,62.1097 /L,117.7593,33.403301,99.888821,-4.059914,n.a.,n.a.,3052800.0
2584,2024-04-17 16:00:00,142.53691666666666,19.42516666666667,138.65948564963944,4.4133784899020965,-10.724,4.846,0.00269089650518,0.0305513,110.8066 /T,69.0499,29.872771,111.45743,1.8029709,n.a.,n.a.,9302400.0
99,2024-01-05 03:00:00,202.77891666666667,-8.082500000000001,204.05759674649553,1.3454786332013524,-9.658,5.386,0.00265620597619,-0.048924,79.1745 /L,100.6733,30.613641,116.49621,-2.850533,n.a.,n.a.,356400.0
4572,2024-07-09 12:00:00,152.087875,15.00613888888889,148.75489176155963,3.307598044944483,-7.533,6.220,0.00267327546973,0.0336598,41.4327 /T,138.4676,30.417568,114.47037,1.9571033,n.a.,n.a.,16459200.0
2044,2024-03-26 04:00:00,193.97083333333333,-4.031916666666667,194.41691677354305,1.7927105384219304,-12.364,3.610,0.00270204044727,-0.0185169,170.4753 /L,9.4993,29.905965,117.95726,-1.080442,n.a.,n.a.,7358400.0
7170,2024-10-25 18:00:00,142.34829166666665,18.91183333333333,138.65273433183754,3.8700810012559486,-9.399,5.514,0.0026593447218,0.0476964,73.8538 /L,105.9988,30.559852,112.04069,2.7781834,n.a.,n.a.,25812000.0
4219,2024-06-24 19:00:00,312.598875,-21.67563888888889,309.0712215768246,-3.8286948202716156,-11.82,4.236,0.00248509336534,-0.0226793,144.2490 /L,35.6694,35.236979,71.907143,-1.222876,n.a.,n.a.,15188400.0
